model_name,model_type,training_data,imagenet_accuracy,perspective_accuracy,depth_accuracy,perspective_accuracy_human,depth_accuracy_human,uniqua_accuracy,uniqua_resize_accuracy,uniqua_padded_accuracy,uniqua_truncated_accuracy,uniqua_crop_square_accuracy,model_input_sizes
regnetx_008.tv2_in1k,CNN,ImageNet 1k,77.306,51.22141372,64.67603435,48.93617021,65.95744681,53.35892514395394,57.93269230769231,55.88942307692308,0.0,48.31730769230769,224.0
regnetx_016.tv2_in1k,CNN,ImageNet 1k,79.436,50.18191268,65.88602654,57.44680851,50.0,52.39923224568138,59.13461538461539,53.24519230769231,0.0,62.74038461538461,224.0
regnety_004.tv2_in1k,CNN,ImageNet 1k,75.594,51.14345114,68.57923497,47.87234043,60.63829787,54.89443378119002,52.40384615384615,51.92307692307692,0.0,50.24038461538461,224.0
regnety_008_tv.tv2_in1k,CNN,ImageNet 1k,78.666,49.92203742,66.54957065,56.38297872,58.5106383,50.8637236084453,62.62019230769231,52.52403846153846,0.0,60.57692307692308,224.0
regnety_016.tv2_in1k,CNN,ImageNet 1k,80.666,50.36382536,66.82279469,58.5106383,54.25531915,51.82341650671785,54.6875,59.375,0.0,55.52884615384615,224.0
repvgg_b0.rvgg_in1k,CNN,ImageNet 1k,75.144,50.90956341,68.26697892,48.93617021,58.5106383,50.67178502879079,62.01923076923077,60.45673076923077,0.0,58.65384615384615,224.0
repvgg_b1.rvgg_in1k,CNN,ImageNet 1k,78.368,51.01351351,63.7392662,59.57446809,58.5106383,50.67178502879079,68.8701923076923,66.46634615384616,0.0,69.23076923076923,224.0
repvgg_b1g4.rvgg_in1k,CNN,ImageNet 1k,77.588,52.7027027,68.03278689,53.19148936,76.59574468,51.439539347408825,68.14903846153847,65.625,0.0,63.94230769230769,224.0
repvgg_b2.rvgg_in1k,CNN,ImageNet 1k,78.792,51.22141372,69.71116315,61.70212766,65.95744681,57.965451055662186,71.51442307692308,69.47115384615384,0.0,52.16346153846154,224.0
repvgg_b2g4.rvgg_in1k,CNN,ImageNet 1k,79.382,52.18295218,68.54020297,56.38297872,65.95744681,51.24760076775432,71.51442307692308,67.0673076923077,0.0,75.0,224.0
repvgg_b3g4.rvgg_in1k,CNN,ImageNet 1k,80.216,52.52079002,67.87665886,56.38297872,62.76595745,52.97504798464492,67.3076923076923,65.7451923076923,0.0,77.88461538461539,224.0
res2net50_14w_8s.in1k,CNN,ImageNet 1k,78.158,50.72765073,64.20765027,48.93617021,55.31914894,52.97504798464492,62.62019230769231,65.625,0.0,61.29807692307692,224.0
res2net50_26w_4s.in1k,CNN,ImageNet 1k,77.95,51.01351351,60.38251366,53.19148936,55.31914894,51.0556621880998,64.78365384615384,61.41826923076923,0.0,61.29807692307692,224.0
res2net50_26w_6s.in1k,CNN,ImageNet 1k,78.568,49.97401247,65.37861046,50.0,60.63829787,49.90403071017274,60.81730769230769,60.81730769230769,0.0,67.3076923076923,224.0
res2net50_26w_8s.in1k,CNN,ImageNet 1k,78.942,50.5977131,61.31928181,56.38297872,57.44680851,51.24760076775432,64.30288461538461,61.77884615384615,0.0,70.4326923076923,224.0
res2net50_48w_2s.in1k,CNN,ImageNet 1k,77.514,50.57172557,63.46604215,58.5106383,52.12765957,52.5911708253359,65.86538461538461,64.54326923076923,0.0,66.10576923076923,224.0
resnest50d_1s4x24d.in1k,CNN,ImageNet 1k,80.988,49.81808732,71.58469945,58.5106383,63.82978723,54.12667946257198,68.26923076923077,66.70673076923077,0.0,71.39423076923077,224.0
resnest50d_4s2x40d.in1k,CNN,ImageNet 1k,81.12,49.87006237,71.77985948,54.25531915,62.76595745,53.35892514395394,69.83173076923077,65.14423076923077,0.0,69.71153846153847,224.0
resnest50d.in1k,CNN,ImageNet 1k,80.96,49.92203742,73.41920375,54.25531915,70.21276596,52.5911708253359,70.67307692307692,65.02403846153847,0.0,73.07692307692308,224.0
resnet10t.c3_in1k,CNN,ImageNet 1k,68.364,50.98752599,59.67993755,47.87234043,61.70212766,52.5911708253359,56.73076923076923,49.63942307692308,0.0,0.0,176.0
resnet14t.c3_in1k,CNN,ImageNet 1k,72.254,52.18295218,66.2373146,56.38297872,62.76595745,53.55086372360845,68.14903846153847,67.54807692307692,0.0,56.49038461538461,176.0
resnet18.fb_ssl_yfcc100m_ft_in1k,CNN,YFCC100M,72.598,51.11746362,64.01249024,54.25531915,68.08510638,50.67178502879079,48.91826923076923,57.57211538461539,0.0,43.99038461538461,224.0
resnet18.fb_swsl_ig1b_ft_in1k,CNN,Instagram-1B hashtags,73.288,51.48128898,68.1498829,50.0,64.89361702,48.17658349328215,52.40384615384615,52.04326923076923,0.0,57.93269230769231,224.0
resnet18.tv_in1k,CNN,ImageNet 1k,69.76,49.35031185,64.24668228,50.0,58.5106383,50.47984644913628,57.57211538461539,48.19711538461539,0.0,57.93269230769231,224.0
resnet50.a1h_in1k,CNN,ImageNet 1k,80.678,52.39085239,64.05152225,44.68085106,59.57446809,52.01535508637236,69.59134615384616,59.01442307692308,0.0,71.875,176.0
resnet50.am_in1k,CNN,ImageNet 1k,79.002,49.87006237,63.81733021,40.42553191,62.76595745,52.39923224568138,67.66826923076923,63.94230769230769,0.0,70.91346153846153,224.0
resnet50.tv_in1k,CNN,ImageNet 1k,76.128,51.16943867,64.44184231,55.31914894,60.63829787,55.08637236084453,62.25961538461539,62.74038461538461,0.0,73.5576923076923,224.0
resnet50d.a3_in1k,CNN,ImageNet 1k,78.72,49.55821206,65.96409055,51.06382979,68.08510638,51.0556621880998,71.27403846153847,65.14423076923077,0.0,63.46153846153846,160.0
resnetrs50.tf_in1k,CNN,ImageNet 1k,79.894,50.49376299,69.71116315,60.63829787,61.70212766,56.046065259117086,65.14423076923077,48.19711538461539,0.0,74.27884615384616,160.0
resnet18.gluon_in1k,CNN,ImageNet 1k,70.834,51.22141372,59.13348946,48.93617021,63.82978723,54.70249520153551,58.77403846153846,52.52403846153846,0.0,56.00961538461539,224.0
resnet34.gluon_in1k,CNN,ImageNet 1k,74.58,49.37629938,62.68540203,51.06382979,58.5106383,55.47024952015354,55.88942307692308,54.80769230769231,0.0,57.93269230769231,224.0
rexnet_100.nav_in1k,CNN,ImageNet 1k,77.856,50.33783784,65.80796253,47.87234043,63.82978723,55.27831094049904,51.44230769230769,62.37980769230769,0.0,60.33653846153846,224.0
rexnet_130.nav_in1k,CNN,ImageNet 1k,79.506,51.22141372,67.64246682,59.57446809,71.27659574,52.39923224568138,68.6298076923077,62.98076923076923,0.0,68.26923076923077,224.0
rexnet_150.nav_in1k,CNN,ImageNet 1k,80.324,49.50623701,67.13505074,51.06382979,62.76595745,52.97504798464492,63.22115384615385,63.10096153846154,0.0,59.375,224.0
rexnet_200.nav_in1k,CNN,ImageNet 1k,81.636,51.81912682,71.58469945,50.0,63.82978723,49.71209213051823,71.9951923076923,49.27884615384615,0.0,74.27884615384616,224.0
rexnet_300.nav_in1k,CNN,ImageNet 1k,82.774,51.14345114,72.83372365,55.31914894,61.70212766,52.5911708253359,74.39903846153847,74.75961538461539,0.0,78.125,224.0
skresnet18.ra_in1k,CNN,ImageNet 1k,73.034,49.61018711,63.1147541,53.19148936,61.70212766,48.75239923224568,52.04326923076923,51.80288461538461,0.0,58.41346153846154,224.0
skresnet34.ra_in1k,CNN,ImageNet 1k,76.91,49.4022869,65.14441842,47.87234043,61.70212766,53.55086372360845,60.09615384615385,50.84134615384615,0.0,54.80769230769231,224.0
swin_base_patch4_window7_224.ms_in1k,Transformer,ImageNet 1k,83.606,50.5977131,68.38407494,55.31914894,51.06382979,50.09596928982726,61.41826923076923,60.9375,0.0,61.77884615384615,224.0
swin_base_patch4_window7_224.ms_in22k_ft_in1k,Transformer,ImageNet 21k,85.272,50.02598753,75.25370804,44.68085106,63.82978723,50.8637236084453,60.9375,48.4375,0.0,59.375,224.0
swin_s3_base_224.ms_in1k,Transformer,ImageNet 1k,83.92,52.65072765,69.82825917,58.5106383,65.95744681,53.74280230326296,59.97596153846154,56.37019230769231,0.0,62.5,224.0
swin_s3_small_224.ms_in1k,Transformer,ImageNet 1k,83.756,51.45530146,63.54410617,54.25531915,57.44680851,53.55086372360845,59.01442307692308,52.76442307692308,0.0,56.73076923076923,224.0
swin_s3_tiny_224.ms_in1k,Transformer,ImageNet 1k,82.144,49.8960499,65.80796253,46.80851064,53.19148936,51.24760076775432,59.85576923076923,52.28365384615385,0.0,0.0,224.0
swin_small_patch4_window7_224.ms_in1k,Transformer,ImageNet 1k,83.208,50.72765073,67.68149883,51.06382979,59.57446809,54.31861804222648,58.53365384615385,58.17307692307692,0.0,0.0,224.0
swin_small_patch4_window7_224.ms_in22k_ft_in1k,Transformer,ImageNet 21k,83.298,50.7016632,68.22794692,47.87234043,65.95744681,55.27831094049904,56.73076923076923,52.52403846153846,0.0,0.0,224.0
swin_tiny_patch4_window7_224.ms_in1k,Transformer,ImageNet 1k,81.376,50.67567568,66.19828259,58.5106383,58.5106383,53.74280230326296,54.56730769230769,48.07692307692308,0.0,0.0,224.0
swin_tiny_patch4_window7_224.ms_in22k_ft_in1k,Transformer,ImageNet 21k,80.968,51.32536383,67.25214676,57.44680851,58.5106383,54.89443378119002,50.24038461538461,52.04326923076923,0.0,0.0,224.0
tresnet_l.miil_in1k,CNN,ImageNet 1k,81.48,50.83160083,63.70023419,51.06382979,56.38297872,55.47024952015354,68.38942307692308,66.10576923076923,0.0,0.0,224.0
tresnet_m.miil_in1k,CNN,ImageNet 1k,80.798,51.16943867,67.17408275,50.0,68.08510638,54.70249520153551,70.55288461538461,64.90384615384616,0.0,0.0,224.0
tresnet_m.miil_in21k_ft_in1k,CNN,ImageNet 21k,83.07,50.83160083,66.8618267,56.38297872,61.70212766,52.39923224568138,66.34615384615384,59.25480769230769,0.0,0.0,224.0
tresnet_v2_l.miil_in21k_ft_in1k,CNN,ImageNet 21k,83.894,51.32536383,69.3989071,50.0,64.89361702,52.5911708253359,66.82692307692308,63.82211538461539,0.0,0.0,224.0
tresnet_xl.miil_in1k,CNN,ImageNet 1k,82.074,52.36486486,68.38407494,51.06382979,61.70212766,54.31861804222648,69.35096153846153,69.47115384615384,0.0,0.0,224.0
twins_pcpvt_base.in1k,Transformer,ImageNet 1k,82.714,50.05197505,63.62217018,56.38297872,56.38297872,52.5911708253359,58.41346153846154,50.36057692307692,0.0,0.0,224.0
twins_pcpvt_large.in1k,Transformer,ImageNet 1k,83.13,50.05197505,67.05698673,52.12765957,56.38297872,53.16698656429942,55.52884615384615,52.04326923076923,0.0,0.0,224.0
twins_pcpvt_small.in1k,Transformer,ImageNet 1k,81.092,50.41580042,66.43247463,56.38297872,55.31914894,46.06525911708253,52.04326923076923,52.88461538461539,0.0,0.0,224.0
twins_svt_base.in1k,Transformer,ImageNet 1k,83.12,50.57172557,64.44184231,55.31914894,56.38297872,51.631477927063344,58.65384615384615,59.61538461538461,0.0,0.0,224.0
twins_svt_small.in1k,Transformer,ImageNet 1k,81.676,51.06548857,67.05698673,59.57446809,57.44680851,49.1362763915547,48.67788461538461,49.39903846153846,0.0,0.0,224.0
vgg11_bn.tv_in1k,CNN,ImageNet 1k,70.382,49.74012474,60.73380172,50.0,64.89361702,55.08637236084453,65.14423076923077,73.07692307692308,0.0,67.78846153846153,224.0
vgg11.tv_in1k,CNN,ImageNet 1k,69.022,51.37733888,59.56284153,46.80851064,55.31914894,51.82341650671785,74.51923076923077,75.60096153846153,0.0,56.00961538461539,224.0
vgg13_bn.tv_in1k,CNN,ImageNet 1k,71.588,50.44178794,60.69476971,55.31914894,69.14893617,51.24760076775432,71.51442307692308,68.99038461538461,0.0,57.21153846153846,224.0
vgg13.tv_in1k,CNN,ImageNet 1k,69.932,50.51975052,63.34894614,56.38297872,61.70212766,51.439539347408825,70.91346153846153,70.1923076923077,0.0,47.59615384615385,224.0
vgg16_bn.tv_in1k,CNN,ImageNet 1k,73.37,49.50623701,60.92896175,54.25531915,61.70212766,57.965451055662186,52.64423076923077,56.25,0.0,66.10576923076923,224.0
vgg16.tv_in1k,CNN,ImageNet 1k,71.592,52.62474012,61.00702576,57.44680851,55.31914894,52.97504798464492,71.7548076923077,73.07692307692308,0.0,53.36538461538461,224.0
vgg19_bn.tv_in1k,CNN,ImageNet 1k,74.216,50.51975052,63.42701015,52.12765957,57.44680851,55.27831094049904,69.23076923076923,60.33653846153846,0.0,62.25961538461539,224.0
vgg19.tv_in1k,CNN,ImageNet 1k,72.378,50.90956341,61.74863388,47.87234043,67.0212766,54.31861804222648,73.79807692307692,65.86538461538461,0.0,66.58653846153847,224.0
visformer_small.in1k,Hybrid,ImageNet 1k,82.106,48.67463617,66.47150664,50.0,60.63829787,53.55086372360845,50.84134615384615,56.73076923076923,0.0,51.92307692307692,224.0
visformer_tiny.in1k,Hybrid,ImageNet 1k,78.16,50.72765073,66.78376269,55.31914894,50.0,54.12667946257198,56.00961538461539,56.00961538461539,0.0,45.91346153846154,224.0
vit_base_patch16_224_miil.in21k_ft_in1k,Transformer,ImageNet 21k,84.266,50.25987526,70.0234192,56.38297872,68.08510638,52.97504798464492,54.20673076923077,56.61057692307692,0.0,60.33653846153846,224.0
vit_base_patch16_224.augreg_in1k,Transformer,ImageNet 1k,79.154,51.2993763,70.96018735,58.5106383,55.31914894,53.16698656429942,55.40865384615385,54.80769230769231,0.0,53.84615384615385,224.0
vit_base_patch16_224.augreg2_in21k_ft_in1k,Transformer,ImageNet 21k,85.094,52.54677755,74.16081187,52.12765957,69.14893617,53.93474088291747,54.92788461538461,60.33653846153846,0.0,60.09615384615385,224.0
vit_base_patch16_224.orig_in21k_ft_in1k,Transformer,ImageNet 21k,81.79,50.20790021,73.26307572,53.19148936,64.89361702,52.39923224568138,50.84134615384615,59.25480769230769,0.0,57.69230769230769,224.0
vit_base_patch16_224.sam_in1k,Transformer,ImageNet 1k,80.238,52.13097713,66.47150664,52.12765957,64.89361702,52.207293666026864,59.61538461538461,52.28365384615385,0.0,56.73076923076923,224.0
vit_base_patch16_rpn_224.sw_in1k,Transformer,ImageNet 1k,82.202,51.01351351,69.59406714,60.63829787,60.63829787,51.82341650671785,60.09615384615385,54.44711538461539,0.0,48.31730769230769,224.0
vit_base_patch8_224.augreg_in21k_ft_in1k,Transformer,ImageNet 21k,85.798,52.1049896,76.61982826,50.0,63.82978723,48.368522072936656,58.05288461538461,54.56730769230769,0.0,51.44230769230769,224.0
vit_base_patch8_224.augreg2_in21k_ft_in1k,Transformer,ImageNet 21k,86.218,53.35239085,71.66276347,50.0,69.14893617,51.82341650671785,61.41826923076923,57.09134615384615,0.0,60.81730769230769,224.0
vit_srelpos_medium_patch16_224.sw_in1k,Transformer,ImageNet 1k,82.24,50.67567568,70.45277127,58.5106383,65.95744681,52.5911708253359,48.4375,47.35576923076923,0.0,47.83653846153846,224.0
vit_srelpos_small_patch16_224.sw_in1k,Transformer,ImageNet 1k,81.092,50.49376299,65.49570648,57.44680851,58.5106383,50.09596928982726,57.33173076923077,53.84615384615385,0.0,49.75961538461539,224.0
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,Transformer,ImageNet 21k,71.798,50.28586279,66.8618267,53.19148936,60.63829787,49.32821497120921,51.5625,49.63942307692308,0.0,51.20192307692308,224.0
vit_large_patch16_384.augreg_in21k_ft_in1k,Transformer,ImageNet 21k,87.084,53.24844075,79.23497268,48.93617021,74.46808511,50.09596928982726,61.53846153846154,58.89423076923077,0.0,66.34615384615384,384.0
vit_large_r50_s32_384.augreg_in21k_ft_in1k,Transformer,ImageNet 21k,86.182,52.39085239,78.02498048,63.82978723,69.14893617,50.8637236084453,61.41826923076923,59.73557692307692,0.0,61.77884615384615,384.0
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,Transformer,ImageNet 12k,85.53,50.64968815,68.735363,56.38297872,68.08510638,52.207293666026864,58.05288461538461,52.04326923076923,0.0,56.73076923076923,384.0
vit_relpos_base_patch16_224.sw_in1k,Transformer,ImageNet 1k,82.496,51.09147609,71.58469945,51.06382979,62.76595745,54.12667946257198,52.16346153846154,57.69230769230769,0.0,54.32692307692308,224.0
vit_relpos_base_patch16_clsgap_224.sw_in1k,Transformer,ImageNet 1k,82.76,49.87006237,71.66276347,50.0,63.82978723,51.0556621880998,53.24519230769231,51.44230769230769,0.0,55.04807692307692,224.0
vit_relpos_medium_patch16_224.sw_in1k,Transformer,ImageNet 1k,82.462,51.24740125,66.2373146,56.38297872,59.57446809,53.93474088291747,47.23557692307692,56.37019230769231,0.0,52.16346153846154,224.0
vit_relpos_medium_patch16_cls_224.sw_in1k,Transformer,ImageNet 1k,82.572,51.09147609,67.09601874,60.63829787,59.57446809,52.97504798464492,48.31730769230769,56.37019230769231,0.0,52.88461538461539,224.0
vit_relpos_medium_patch16_rpn_224.sw_in1k,Transformer,ImageNet 1k,82.31,50.54573805,69.16471507,61.70212766,62.76595745,50.8637236084453,56.37019230769231,53.60576923076923,0.0,49.27884615384615,224.0
vit_relpos_small_patch16_224.sw_in1k,Transformer,ImageNet 1k,81.462,52.20893971,69.43793911,47.87234043,56.38297872,52.97504798464492,56.49038461538461,52.40384615384615,0.0,49.27884615384615,224.0
volo_d1_384.sail_in1k,Transformer,ImageNet 1k,85.244,53.1964657,65.96409055,46.80851064,58.5106383,54.70249520153551,56.37019230769231,50.12019230769231,0.0,57.21153846153846,384.0
volo_d2_384.sail_in1k,Transformer,ImageNet 1k,86.042,51.37733888,68.34504294,56.38297872,60.63829787,49.90403071017274,48.19711538461539,54.08653846153846,0.0,54.80769230769231,384.0
volo_d3_224.sail_in1k,Transformer,ImageNet 1k,85.414,53.09251559,63.54410617,65.95744681,53.19148936,52.207293666026864,55.28846153846154,51.5625,0.0,54.08653846153846,224.0
volo_d4_224.sail_in1k,Transformer,ImageNet 1k,85.872,51.37733888,66.2373146,58.5106383,62.76595745,48.17658349328215,56.97115384615385,52.64423076923077,0.0,58.89423076923077,224.0
volo_d5_224.sail_in1k,Transformer,ImageNet 1k,86.07,53.22245322,68.46213895,57.44680851,61.70212766,52.97504798464492,59.01442307692308,58.77403846153846,0.0,0.0,224.0
volo_d1_224.sail_in1k,Transformer,ImageNet 1k,84.162,51.53326403,67.13505074,44.68085106,65.95744681,52.39923224568138,54.80769230769231,52.40384615384615,0.0,0.0,224.0
volo_d2_224.sail_in1k,Transformer,ImageNet 1k,85.202,52.54677755,66.12021858,53.19148936,60.63829787,52.5911708253359,54.6875,52.16346153846154,0.0,0.0,224.0
xcit_medium_24_p8_224.fb_in1k,Transformer,ImageNet 1k,83.746,51.4033264,68.93052303,44.68085106,59.57446809,54.89443378119002,54.80769230769231,55.28846153846154,0.0,55.52884615384615,224.0
xcit_nano_12_p8_224.fb_in1k,Transformer,ImageNet 1k,73.91,49.68814969,59.52380952,47.87234043,48.93617021,51.0556621880998,52.52403846153846,51.08173076923077,0.0,48.07692307692308,224.0
xcit_small_12_p8_224.fb_in1k,Transformer,ImageNet 1k,83.334,53.24844075,67.68149883,54.25531915,68.08510638,50.67178502879079,56.97115384615385,54.32692307692308,0.0,48.55769230769231,224.0
xcit_small_24_p8_224.fb_in1k,Transformer,ImageNet 1k,83.834,51.35135135,65.41764247,56.38297872,58.5106383,55.85412667946257,55.16826923076923,50.48076923076923,0.0,49.27884615384615,224.0
xcit_tiny_12_p8_224.fb_in1k,Transformer,ImageNet 1k,79.688,50.98752599,66.12021858,52.12765957,68.08510638,52.5911708253359,53.24519230769231,55.52884615384615,0.0,54.32692307692308,224.0
xcit_tiny_24_p8_224.fb_in1k,Transformer,ImageNet 1k,81.892,50.0,62.17798595,56.38297872,54.25531915,50.47984644913628,50.0,50.84134615384615,0.0,50.48076923076923,224.0
convnext_base.fb_in22k_ft_in1k,CNN,ImageNet 21k,86.274,51.06548857,70.88212334,55.31914894,64.89361702,52.783109404990405,60.9375,55.16826923076923,0.0,66.10576923076923,224.0
convnext_base.fb_in22k_ft_in1k_384,CNN,ImageNet 21k,86.796,52.05301455,69.94535519,56.38297872,70.21276596,52.01535508637236,62.13942307692308,53.84615384615385,0.0,59.13461538461539,384.0
convnext_large.fb_in22k_ft_in1k,CNN,ImageNet 21k,87.026,52.83264033,72.40437158,54.25531915,65.95744681,52.39923224568138,65.38461538461539,64.42307692307692,0.0,66.10576923076923,224.0
convnext_large.fb_in22k_ft_in1k_384,CNN,ImageNet 21k,87.472,51.87110187,69.86729118,58.5106383,62.76595745,52.39923224568138,64.66346153846153,65.86538461538461,0.0,50.24038461538461,384.0
convnext_small.in12k_ft_in1k_384,CNN,ImageNet 21k,86.182,51.24740125,66.93989071,55.31914894,59.57446809,52.39923224568138,58.65384615384615,51.5625,0.0,57.69230769230769,384.0
convnextv2_base.fcmae_ft_in22k_in1k,CNN,ImageNet 21k,86.998,51.22141372,74.55113193,51.06382979,64.89361702,52.97504798464492,53.60576923076923,52.64423076923077,0.0,58.89423076923077,224.0
convnextv2_base.fcmae_ft_in22k_in1k_384,CNN,ImageNet 21k,87.644,50.20790021,76.11241218,53.19148936,65.95744681,49.90403071017274,59.49519230769231,54.6875,0.0,57.69230769230769,384.0
convnextv2_large.fcmae_ft_in1k,CNN,ImageNet 1k,86.118,51.66320166,69.9843872,53.19148936,56.38297872,50.28790786948176,64.1826923076923,52.40384615384615,0.0,54.56730769230769,224.0
convnextv2_large.fcmae_ft_in22k_in1k,CNN,ImageNet 21k,87.484,51.09147609,74.51209992,52.12765957,65.95744681,52.39923224568138,51.08173076923077,58.17307692307692,0.0,51.44230769230769,224.0
convnextv2_large.fcmae_ft_in22k_in1k_384,CNN,ImageNet 21k,88.198,50.46777547,76.8930523,58.5106383,64.89361702,53.93474088291747,55.04807692307692,59.01442307692308,0.0,58.89423076923077,384.0
crossvit_9_240.in1k,Transformer,ImageNet 1k,73.96,50.15592516,64.83216237,48.93617021,53.19148936,54.510556621881,56.97115384615385,54.56730769230769,0.0,54.56730769230769,240.0
crossvit_tiny_240.in1k,Transformer,ImageNet 1k,73.34,51.06548857,60.85089774,51.06382979,53.19148936,52.01535508637236,54.20673076923077,54.6875,0.0,55.04807692307692,240.0
tf_mobilenetv3_large_075.in1k,CNN,ImageNet 1k,73.43,49.66216216,65.72989852,50.0,68.08510638,52.01535508637236,56.00961538461539,59.49519230769231,0.0,65.14423076923077,224.0
tf_mobilenetv3_large_minimal_100.in1k,CNN,ImageNet 1k,72.264,52.18295218,66.00312256,47.87234043,64.89361702,55.08637236084453,64.66346153846153,59.375,0.0,49.75961538461539,224.0
tf_mobilenetv3_small_075.in1k,CNN,ImageNet 1k,65.726,51.68918919,62.72443404,61.70212766,70.21276596,53.16698656429942,58.29326923076923,59.73557692307692,0.0,47.83653846153846,224.0
tf_mobilenetv3_small_100.in1k,CNN,ImageNet 1k,67.922,51.16943867,63.42701015,52.12765957,68.08510638,51.631477927063344,54.80769230769231,49.03846153846154,0.0,57.21153846153846,224.0
mobilevit_xs.cvnets_in1k,Transformer,ImageNet 1k,74.634,49.19438669,61.00702576,48.93617021,58.5106383,54.70249520153551,50.36057692307692,55.16826923076923,0.0,52.64423076923077,256.0
mobilevit_xxs.cvnets_in1k,Transformer,ImageNet 1k,68.918,50.41580042,65.49570648,58.5106383,58.5106383,47.98464491362764,52.04326923076923,55.28846153846154,0.0,52.88461538461539,256.0
mobilevitv2_050.cvnets_in1k,Transformer,ImageNet 1k,70.148,49.53222453,61.82669789,44.68085106,63.82978723,51.24760076775432,49.87980769230769,51.68269230769231,0.0,52.64423076923077,256.0
legacy_seresnet18.in1k,CNN,ImageNet 1k,71.76,51.81912682,62.68540203,52.12765957,63.82978723,50.47984644913628,50.48076923076923,50.36057692307692,0.0,57.45192307692308,224.0
legacy_seresnet34.in1k,CNN,ImageNet 1k,74.802,48.77858628,65.57377049,41.4893617,60.63829787,51.82341650671785,57.21153846153846,50.60096153846154,0.0,56.49038461538461,224.0
seresnextaa101d_32x8d.sw_in12k_ft_in1k,CNN,ImageNet 12k,86.484,53.27442827,71.42857143,58.5106383,58.5106383,53.93474088291747,53.72596153846154,59.61538461538461,0.0,57.69230769230769,224.0
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,CNN,ImageNet 12k,86.724,50.83160083,70.10148322,50.0,58.5106383,51.631477927063344,64.78365384615384,53.60576923076923,0.0,64.90384615384616,288.0
semnasnet_075.rmsp_in1k,CNN,ImageNet 1k,73.004,49.48024948,63.38797814,51.06382979,63.82978723,52.207293666026864,53.125,60.9375,0.0,57.21153846153846,224.0
mnasnet_100.rmsp_in1k,CNN,ImageNet 1k,74.652,50.75363825,64.48087432,57.44680851,69.14893617,55.47024952015354,61.89903846153846,62.5,0.0,69.95192307692308,224.0
mnasnet_small.lamb_in1k,CNN,ImageNet 1k,66.196,49.87006237,59.79703357,48.93617021,64.89361702,52.5911708253359,65.7451923076923,51.32211538461539,0.0,52.64423076923077,224.0
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,Transformer,ImageNet 21k,86.268,51.32536383,72.95081967,52.12765957,64.89361702,52.39923224568138,61.29807692307692,60.69711538461539,0.0,58.41346153846154,256.0
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,Transformer,ImageNet 21k,87.096,51.22141372,74.04371585,51.06382979,70.21276596,48.17658349328215,63.10096153846154,52.52403846153846,0.0,53.84615384615385,384.0
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,Transformer,ImageNet 21k,86.952,50.75363825,77.82982045,52.12765957,67.0212766,54.70249520153551,50.96153846153846,64.90384615384616,0.0,51.68269230769231,256.0
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,Transformer,ImageNet 21k,87.464,52.52079002,80.32786885,51.06382979,70.21276596,0.0,0.0,0.0,0.0,0.0,384.0
swinv2_cr_small_224.sw_in1k,Transformer,ImageNet 1k,83.136,49.94802495,63.50507416,51.06382979,62.76595745,52.5911708253359,61.41826923076923,57.45192307692308,0.0,63.94230769230769,224.0
swinv2_cr_small_ns_224.sw_in1k,Transformer,ImageNet 1k,83.498,49.94802495,64.83216237,57.44680851,47.87234043,52.5911708253359,59.85576923076923,49.51923076923077,0.0,62.25961538461539,224.0
swinv2_cr_tiny_ns_224.sw_in1k,Transformer,ImageNet 1k,81.802,49.06444906,67.4863388,56.38297872,50.0,53.74280230326296,59.97596153846154,56.00961538461539,0.0,58.17307692307692,224.0
eva_large_patch14_196.in22k_ft_in1k,Transformer,ImageNet 21k,87.932,53.32640333,72.36533958,52.12765957,62.76595745,52.01535508637236,59.375,53.84615384615385,0.0,53.84615384615385,196.0
eva_large_patch14_196.in22k_ft_in22k_in1k,Transformer,ImageNet 21k,88.574,52.49480249,72.28727557,51.06382979,70.21276596,52.39923224568138,57.33173076923077,59.375,0.0,65.625,196.0
eva_large_patch14_336.in22k_ft_in1k,Transformer,ImageNet 21k,88.67,52.02702703,73.02888368,59.57446809,67.0212766,53.16698656429942,59.73557692307692,52.16346153846154,0.0,53.84615384615385,336.0
eva_large_patch14_336.in22k_ft_in22k_in1k,Transformer,ImageNet 21k,89.206,52.85862786,74.86338798,59.57446809,71.27659574,50.67178502879079,58.05288461538461,55.88942307692308,0.0,64.1826923076923,336.0
eva02_base_patch14_448.mim_in22k_ft_in1k,Transformer,ImageNet 21k,88.252,49.50623701,65.33957845,53.19148936,60.63829787,51.82341650671785,56.49038461538461,56.73076923076923,0.0,59.13461538461539,448.0
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,Transformer,ImageNet 21k,88.69,51.1954262,69.08665105,46.80851064,73.40425532,51.631477927063344,59.61538461538461,55.16826923076923,0.0,56.49038461538461,448.0
eva02_large_patch14_448.mim_in22k_ft_in1k,Transformer,ImageNet 21k,89.622,52.07900208,66.51053864,51.06382979,69.14893617,55.47024952015354,55.88942307692308,59.85576923076923,0.0,50.72115384615385,448.0
